ticket_id,true_reason,agent_code,double_payout,true_refund_inr,care_plus
T402025,,,N,,N
T402026,,,N,,N
T402027,,,N,,N
T402028,,,N,,Y
T402029,,,N,,N
T402030,,,N,,Y
T402031,,,N,,Y
T402032,,,N,,N
T402033,,,N,,N
T402034,,,N,,Y
T402035,,,N,,N
T402036,,,N,,Y
T402037,,,N,,Y
T402038,,,N,,N
T402039,,,N,,N
T402040,,,N,,N
T402041,,,N,,Y
T402042,,,N,,N
T402043,,,N,,N
T402044,,,N,,Y
T402045,,,N,,N
T402046,RETURN-QC-OK,GW-OTHER,N,2519,Y
T402047,,,N,,N
T402048,,,N,,N
T402049,,,N,,Y
T402050,,,N,,N
T402051,CANCEL,GW-OTHER,N,2799,N
T402052,,,N,,N
T402053,,,N,,Y
T402054,,,N,,Y
T402055,,,N,,N
T402056,,,N,,Y
T402057,,,N,,N
T402058,,,N,,N
T402059,,,N,,Y
T402060,,,N,,N
T402061,DUP-PAYMENT,GW-OTHER,N,5099,N
T402062,,,N,,N
T402063,PRICE-ADJ,GW-OTHER,N,100,N
T402064,,,N,,N
T402065,GW-OTHER,GW-OTHER,N,400,Y
T402066,,,N,,N
T402067,,,N,,N
T402068,,,N,,Y
T402069,,,N,,N
T402070,,,N,,N
T402071,,,N,,Y
T402072,,,N,,Y
T402073,,,N,,Y
T402074,,,N,,Y
T402075,,,N,,N
T402076,,,N,,N
T402077,,,N,,Y
T402078,,,N,,N
T402079,,,N,,N
T402080,,,N,,N
T402081,,,N,,N
T402082,DOA-REPL,GW-OTHER,N,6174,Y
T402083,,,N,,N
T402084,,,N,,Y
T402085,,,N,,Y
T402086,,,N,,Y
T402087,,,N,,N
T402088,,,N,,N
T402089,LOST-TRANSIT,LOST-TRANSIT,N,1104,N
T402090,,,N,,N
T402091,,,N,,N
T402092,CANCEL,GW-OTHER,N,5199,Y
T402093,,,N,,N
T402094,,,N,,Y
T402095,,,N,,N
T402096,,,N,,N
T402097,,,N,,N
T402098,,,N,,N
T402099,DOA-REPL,GW-OTHER,N,1439,N
T402100,,,N,,N
T402101,,,N,,Y
T402102,,,N,,Y
T402103,,,N,,Y
T402104,,,N,,Y
T402105,,,N,,N
T402106,,,N,,Y
T402107,,,N,,N
T402108,,,N,,N
T402109,,,N,,Y
T402110,,,N,,N
T402111,,,N,,N
T402112,DOA-REPL,DOA-REPL,N,1529,N
T402113,,,N,,Y
T402114,,,N,,N
T402115,,,N,,Y
T402116,,,N,,N
T402117,,,N,,Y
T402118,,,N,,N
T402119,,,N,,N
T402120,,,N,,Y
T402121,,,N,,Y
T402122,,,N,,N
T402123,,,N,,N
T402124,,,N,,N
T402125,,,N,,N
T402126,,,N,,N
T402127,,,N,,Y
T402128,,,N,,N
T402129,,,N,,N
T402130,,,N,,Y
T402131,,,N,,Y
T402132,,,N,,Y
T402133,,,N,,N
T402134,,,N,,Y
T402135,DOA-REPL,GW-OTHER,N,1999,N
T402136,,,N,,Y
T402137,,,N,,N
T402138,,,N,,N
T402139,,,N,,N
T402140,,,N,,N
T402141,,,N,,N
T402142,,,N,,N
T402143,,,N,,N
T402144,,,N,,Y
T402145,,,N,,Y
T402146,PRICE-ADJ,GW-OTHER,N,300,Y
T402147,,,N,,N
T402148,LOST-TRANSIT,GW-OTHER,N,3149,N
T402149,,,N,,N
T402150,,,N,,N
T402151,RETURN-QC-OK,GW-OTHER,N,3324,Y
T402152,,,N,,Y
T402153,CANCEL,CANCEL,N,4999,Y
T402154,GW-OTHER,GW-OTHER,N,250,N
T402155,RETURN-QC-OK,GW-OTHER,N,3149,N
T402156,,,N,,N
T402157,DOA-REPL,GW-OTHER,N,6999,Y
T402158,,,N,,N
T402159,DUP-PAYMENT,GW-OTHER,N,1799,N
T402160,DOA-REPL,GW-OTHER,Y,2374,N
T402161,,,N,,N
T402162,GW-OTHER,WTY-BUYBACK,N,250,Y
T402163,,,N,,N
T402164,,,N,,N
T402165,,,N,,Y
T402166,,,N,,N
T402167,RETURN-QC-OK,GW-OTHER,N,1439,Y
T402168,,,N,,N
T402169,LOST-TRANSIT,LOST-TRANSIT,N,2499,Y
T402170,,,N,,Y
T402171,,,N,,N
T402172,,,N,,N
T402173,,,N,,N
T402174,,,N,,N
T402175,RETURN-QC-OK,RETURN-QC-OK,N,2124,N
T402176,,,N,,N
T402177,,,N,,N
T402178,,,N,,Y
T402179,,,N,,N
T402180,,,N,,N
T402181,RETURN-QC-OK,GW-OTHER,N,5129,Y
T402182,,,N,,N
T402183,,,N,,N
T402184,,,N,,Y
T402185,PRICE-ADJ,GW-OTHER,N,600,N
T402186,,,N,,N
T402187,DOA-REPL,GW-OTHER,Y,2124,N
T402188,,,N,,N
T402189,,,N,,Y
T402190,,,N,,Y
T402191,,,N,,N
T402192,CANCEL,CANCEL,N,2499,N
T402193,LOST-TRANSIT,LOST-TRANSIT,N,3499,Y
T402194,CANCEL,GW-OTHER,N,3499,N
T402195,,,N,,N
T402196,,,N,,N
T402197,,,N,,N
T402198,,,N,,N
T402199,LOST-TRANSIT,GW-OTHER,N,13998,N
T402200,,,N,,N
T402201,,,N,,N
T402202,,,N,,N
T402203,,,N,,Y
T402204,DOA-REPL,GW-OTHER,N,1529,Y
T402205,,,N,,Y
T402206,,,N,,Y
T402207,,,N,,N
T402208,,,N,,N
T402209,,,N,,N
T402210,,,N,,N
T402211,,,N,,Y
T402212,,,N,,Y
T402213,,,N,,N
T402214,RETURN-QC-OK,GW-OTHER,N,3324,N
T402215,,,N,,N
T402216,,,N,,N
T402217,PRICE-ADJ,PRICE-ADJ,N,500,N
T402218,,,N,,Y
T402219,RETURN-QC-OK,CANCEL,N,2499,N
T402220,,,N,,N
T402221,LOST-TRANSIT,LOST-TRANSIT,N,3499,N
T402222,,,N,,N
T402223,,,N,,N
T402224,,,N,,N
T402225,,,N,,Y
T402226,,,N,,Y
T402227,RETURN-QC-OK,GW-OTHER,N,3499,N
T402228,,,N,,N
T402229,,,N,,N
T402230,,,N,,Y
T402231,,,N,,N
T402232,WTY-BUYBACK,GW-OTHER,N,1665,N
T402233,,,N,,Y
T402234,,,N,,Y
T402235,,,N,,N
T402236,,,N,,N
T402237,,,N,,Y
T402238,LOST-TRANSIT,GW-OTHER,N,3324,N
T402239,GW-OTHER,GW-OTHER,N,300,N
T402240,,,N,,N
T402241,,,N,,N
T402242,DOA-REPL,GW-OTHER,Y,3149,Y
T402243,,,N,,Y
T402244,,,N,,N
T402245,DOA-REPL,DOA-REPL,N,3324,Y
T402246,DOA-REPL,GW-OTHER,N,5524,N
T402247,,,N,,N
T402248,DOA-REPL,DOA-REPL,N,6174,N
T402249,DOA-REPL,GW-OTHER,Y,1799,N
T402250,,,N,,N
T402251,,,N,,N
T402252,,,N,,Y
T402253,,,N,,N
T402254,,,N,,N
T402255,,,N,,Y
T402256,PRICE-ADJ,GW-OTHER,N,600,N
T402257,,,N,,N
T402258,,,N,,N
T402259,DOA-REPL,DOA-REPL,N,2799,N
T402260,DOA-REPL,GW-OTHER,N,2799,N
T402261,,,N,,Y
T402262,DOA-REPL,GW-OTHER,N,2249,Y
T402263,,,N,,N
T402264,,,N,,N
T402265,,,N,,N
T402266,DOA-REPL,GW-OTHER,N,3324,N
T402267,,,N,,N
T402268,LOST-TRANSIT,GW-OTHER,N,6999,Y
T402269,,,N,,Y
T402270,,,N,,N
T402271,,,N,,N
T402272,,,N,,N
T402273,,,N,,N
T402274,,,N,,Y
T402275,,,N,,N
T402276,GW-OTHER,GW-OTHER,N,300,N
T402277,,,N,,Y
T402278,DUP-PAYMENT,DUP-PAYMENT,N,5849,N
T402279,,,N,,N
T402280,LOST-TRANSIT,LOST-TRANSIT,N,2374,N
T402281,RETURN-QC-OK,GW-OTHER,Y,3499,N
T402282,,,N,,N
T402283,,,N,,N
T402284,DOA-REPL,GW-OTHER,Y,2974,N
T402285,,,N,,N
T402286,,,N,,N
T402287,,,N,,N
T402288,,,N,,N
T402289,,,N,,Y
T402290,,,N,,N
T402291,DOA-REPL,GW-OTHER,Y,2499,N
T402292,,,N,,Y
T402293,,,N,,N
T402294,,,N,,Y
T402295,,,N,,N
T402296,,,N,,N
T402297,,,N,,N
T402298,,,N,,N
T402299,,,N,,N
T402300,RETURN-QC-OK,GW-OTHER,N,2499,N
T402301,RETURN-QC-OK,RETURN-QC-OK,N,2974,N
T402302,,,N,,N
T402303,LOST-TRANSIT,GW-OTHER,N,1999,N
T402304,LOST-TRANSIT,GW-OTHER,N,2499,N
T402305,DOA-REPL,DOA-REPL,N,5999,N
T402306,RETURN-QC-OK,RETURN-QC-OK,N,6999,N
T402307,,,N,,Y
T402308,,,N,,N
T402309,,,N,,Y
T402310,,,N,,N
T402311,,,N,,N
T402312,WTY-BUYBACK,GW-OTHER,N,1150,N
T402313,,,N,,N
T402314,,,N,,N
T402315,,,N,,N
T402316,,,N,,Y
T402317,DOA-REPL,GW-OTHER,N,1499,Y
T402318,DOA-REPL,GW-OTHER,N,2974,Y
T402319,,,N,,N
T402320,DOA-REPL,GW-OTHER,N,3499,Y
T402321,,,N,,N
T402322,,,N,,Y
T402323,,,N,,N
T402324,DUP-PAYMENT,DUP-PAYMENT,N,4249,N
T402325,,,N,,N
T402326,,,N,,N
T402327,,,N,,N
T402328,,,N,,N
T402329,LOST-TRANSIT,LOST-TRANSIT,N,3499,Y
T402330,,,N,,Y
T402331,,,N,,Y
T402332,,,N,,N
T402333,,,N,,N
T402334,,,N,,N
T402335,DOA-REPL,DOA-REPL,N,6999,N
T402336,CANCEL,CANCEL,N,1999,Y
T402337,,,N,,N
T402338,,,N,,Y
T402339,,,N,,N
T402340,,,N,,N
T402341,,,N,,N
T402342,,,N,,Y
T402343,,,N,,N
T402344,,,N,,N
T402345,RETURN-QC-OK,RETURN-QC-OK,N,6998,N
T402346,,,N,,N
T402347,,,N,,Y
T402348,,,N,,N
T402349,,,N,,Y
T402350,RETURN-QC-OK,RETURN-QC-OK,N,13998,N
T402351,,,N,,N
T402352,CANCEL,GW-OTHER,N,2249,Y
T402353,DOA-REPL,DOA-REPL,Y,4499,Y
T402354,,,N,,N
T402355,,,N,,N
T402356,,,N,,N
T402357,DOA-REPL,DOA-REPL,Y,6499,N
T402358,,,N,,N
T402359,,,N,,N
T402360,,,N,,N
T402361,RETURN-QC-OK,GW-OTHER,N,1999,Y
T402362,,,N,,N
T402363,,,N,,N
T402364,,,N,,Y
T402365,,,N,,N
T402366,,,N,,Y
T402367,,,N,,N
T402368,PRICE-ADJ,PRICE-ADJ,N,300,N
T402369,,,N,,N
T402370,,,N,,N
T402371,,,N,,N
T402372,,,N,,N
T402373,DUP-PAYMENT,DUP-PAYMENT,N,3149,Y
T402374,DOA-REPL,GW-OTHER,N,2249,Y
T402375,,,N,,N
T402376,,,N,,Y
T402377,,,N,,Y
T402378,,,N,,N
T402379,,,N,,N
T402380,,,N,,Y
T402381,,,N,,Y
T402382,GW-OTHER,GW-OTHER,N,200,N
T402383,,,N,,Y
T402384,,,N,,N
T402385,RETURN-QC-OK,GW-OTHER,N,2799,N
T402386,,,N,,N
T402387,,,N,,Y
T402388,,,N,,Y
T402389,,,N,,N
T402390,,,N,,Y
T402391,,,N,,N
T402392,,,N,,Y
T402393,PRICE-ADJ,GW-OTHER,N,200,N
T402394,,,N,,N
T402395,,,N,,N
T402396,,,N,,N
T402397,,,N,,Y
T402398,,,N,,N
T402399,,,N,,Y
T402400,,,N,,Y
T402401,,,N,,Y
T402402,,,N,,N
T402403,,,N,,N
T402404,,,N,,N
T402405,,,N,,Y
T402406,,,N,,Y
T402407,,,N,,N
T402408,,,N,,N
T402409,,,N,,N
T402410,,,N,,N
T402411,,,N,,N
T402412,,,N,,Y
T402413,,,N,,Y
T402414,,,N,,N
T402415,,,N,,N
T402416,,,N,,N
T402417,,,N,,Y
T402418,,,N,,N
T402419,,,N,,Y
T402420,,,N,,N
T402421,,,N,,N
T402422,,,N,,N
T402423,,,N,,N
T402424,,,N,,N
T402425,,,N,,N
T402426,,,N,,Y
T402427,,,N,,N
T402428,,,N,,N
T402429,,,N,,N
T402430,,,N,,N
T402431,,,N,,N
T402432,,,N,,N
T402433,,,N,,N
T402434,,,N,,N
T402435,CANCEL,GW-OTHER,N,2799,N
T402436,CANCEL,CANCEL,N,3324,N
T402437,WTY-BUYBACK,WTY-BUYBACK,N,1320,Y
T402438,,,N,,Y
T402439,,,N,,N
T402440,RETURN-QC-OK,GW-OTHER,N,2374,N
T402441,,,N,,N
T402442,,,N,,N
T402443,,,N,,N
T402444,,,N,,N
T402445,,,N,,N
T402446,,,N,,N
T402447,,,N,,N
T402448,,,N,,Y
T402449,,,N,,N
T402450,,,N,,Y
T402451,,,N,,Y
T402452,,,N,,Y
T402453,,,N,,N
T402454,,,N,,N
T402455,,,N,,Y
T402456,,,N,,N
T402457,,,N,,Y
T402458,,,N,,N
T402459,,,N,,Y
T402460,,,N,,N
T402461,,,N,,N
T402462,,,N,,Y
T402463,,,N,,N
T402464,,,N,,N
T402465,,,N,,Y
T402466,,,N,,N
T402467,,,N,,N
T402468,,,N,,N
T402469,,,N,,N
T402470,,,N,,N
T402471,GW-OTHER,GW-OTHER,N,250,Y
T402472,,,N,,N
T402473,,,N,,N
T402474,,,N,,N
T402475,DOA-REPL,GW-OTHER,N,4249,N
T402476,,,N,,Y
T402477,,,N,,N
T402478,,,N,,N
T402479,DOA-REPL,GW-OTHER,N,1619,Y
T402480,,,N,,Y
T402481,,,N,,N
T402482,,,N,,Y
T402483,,,N,,N
T402484,,,N,,Y
T402485,RETURN-QC-OK,GW-OTHER,N,6299,N
T402486,,,N,,N
T402487,,,N,,Y
T402488,,,N,,Y
T402489,,,N,,Y
T402490,,,N,,N
T402491,,,N,,N
T402492,,,N,,N
T402493,,,N,,Y
T402494,,,N,,Y
T402495,,,N,,Y
T402496,,,N,,N
T402497,,,N,,N
T402498,,,N,,N
T402499,,,N,,Y
T402500,,,N,,N
T402501,,,N,,N
T402502,,,N,,N
T402503,,,N,,N
T402504,,,N,,Y
T402505,,,N,,Y
T402506,,,N,,Y
T402507,,,N,,N
T402508,,,N,,N
T402509,,,N,,Y
T402510,,,N,,Y
T402511,,,N,,Y
T402512,,,N,,Y
T402513,,,N,,N
T402514,RETURN-QC-OK,GW-OTHER,N,2799,Y
T402515,,,N,,N
T402516,WTY-BUYBACK,WTY-BUYBACK,N,3397,N
T402517,,,N,,N
T402518,RETURN-QC-OK,GW-OTHER,N,1299,N
T402519,,,N,,N
T402520,,,N,,N
T402521,,,N,,N
T402522,,,N,,N
T402523,,,N,,N
T402524,,,N,,N
T402525,,,N,,N
T402526,,,N,,N
T402527,,,N,,N
T402528,,,N,,Y
T402529,,,N,,N
T402530,,,N,,N
T402531,,,N,,N
T402532,,,N,,N
T402533,,,N,,Y
T402534,,,N,,Y
T402535,,,N,,N
T402536,,,N,,N
T402537,,,N,,Y
T402538,RETURN-QC-OK,GW-OTHER,N,2249,N
T402539,,,N,,N
T402540,,,N,,N
T402541,CANCEL,GW-OTHER,N,1499,N
T402542,,,N,,N
T402543,,,N,,N
T402544,,,N,,N
T402545,,,N,,N
T402546,,,N,,N
T402547,,,N,,N
T402548,,,N,,Y
T402549,,,N,,N
T402550,,,N,,Y
T402551,DOA-REPL,GW-OTHER,Y,2974,N
T402552,,,N,,N
T402553,,,N,,N
T402554,,,N,,Y
T402555,,,N,,Y
T402556,,,N,,N
T402557,,,N,,N
T402558,GW-OTHER,GW-OTHER,N,500,N
T402559,,,N,,N
T402560,,,N,,Y
T402561,,,N,,N
T402562,,,N,,N
T402563,,,N,,N
T402564,,,N,,N
T402565,DOA-REPL,GW-OTHER,N,3499,N
T402566,,,N,,Y
T402567,DOA-REPL,GW-OTHER,N,2974,N
T402568,,,N,,N
T402569,,,N,,Y
T402570,,,N,,N
T402571,,,N,,N
T402572,,,N,,Y
T402573,,,N,,N
T402574,,,N,,Y
T402575,PRICE-ADJ,GW-OTHER,N,600,N
T402576,,,N,,N
T402577,,,N,,N
T402578,PRICE-ADJ,PRICE-ADJ,N,500,Y
T402579,,,N,,N
T402580,LOST-TRANSIT,GW-OTHER,N,6174,Y
T402581,,,N,,N
T402582,,,N,,Y
T402583,,,N,,N
T402584,,,N,,N
T402585,,,N,,N
T402586,,,N,,N
T402587,,,N,,N
T402588,,,N,,Y
T402589,,,N,,N
T402590,,,N,,Y
T402591,,,N,,N
T402592,,,N,,Y
T402593,RETURN-QC-OK,GW-OTHER,N,1999,Y
T402594,DOA-REPL,DOA-REPL,N,1299,N
T402595,,,N,,N
T402596,,,N,,Y
T402597,CANCEL,GW-OTHER,N,2974,Y
T402598,,,N,,Y
T402599,,,N,,Y
T402600,,,N,,N
T402601,,,N,,N
T402602,GW-OTHER,GW-OTHER,N,300,N
T402603,,,N,,Y
T402604,,,N,,N
T402605,,,N,,N
T402606,,,N,,N
T402607,,,N,,Y
T402608,,,N,,N
T402609,,,N,,Y
T402610,,,N,,Y
T402611,,,N,,N
T402612,,,N,,N
T402613,,,N,,N
T402614,,,N,,N
T402615,,,N,,Y
T402616,,,N,,N
T402617,,,N,,N
T402618,,,N,,N
T402619,,,N,,N
T402620,,,N,,N
T402621,,,N,,N
T402622,,,N,,N
T402623,,,N,,N
T402624,,,N,,N
T402625,,,N,,N
T402626,,,N,,Y
T402627,,,N,,N
T402628,,,N,,N
T402629,,,N,,N
T402630,,,N,,N
T402631,,,N,,N
T402632,,,N,,N
T402633,,,N,,N
T402634,,,N,,N
T402635,,,N,,N
T402636,PRICE-ADJ,PRICE-ADJ,N,200,N
T402637,,,N,,N
T402638,,,N,,N
T402639,,,N,,N
T402640,,,N,,N
T402641,,,N,,N
T402642,,,N,,N
T402643,GW-OTHER,GW-OTHER,N,400,N
T402644,,,N,,N
T402645,,,N,,Y
T402646,,,N,,N
T402647,,,N,,N
T402648,,,N,,N
T402649,,,N,,Y
T402650,,,N,,N
T402651,,,N,,N
T402652,,,N,,N
T402653,,,N,,N
T402654,DOA-REPL,DOA-REPL,N,3999,N
T402655,,,N,,N
T402656,,,N,,N
T402657,,,N,,Y
T402658,,,N,,N
T402659,PRICE-ADJ,GW-OTHER,N,300,Y
T402660,DOA-REPL,DOA-REPL,N,2974,N
T402661,,,N,,Y
T402662,,,N,,N
T402663,,,N,,N
T402664,,,N,,Y
T402665,,,N,,Y
T402666,,,N,,N
T402667,,,N,,Y
T402668,,,N,,Y
T402669,,,N,,N
T402670,,,N,,N
T402671,,,N,,Y
T402672,,,N,,N
T402673,,,N,,Y
T402674,,,N,,Y
T402675,,,N,,N
T402676,,,N,,N
T402677,,,N,,N
T402678,,,N,,Y
T402679,,,N,,N
T402680,,,N,,Y
T402681,GW-OTHER,GW-OTHER,N,200,N
T402682,,,N,,Y
T402683,,,N,,N
T402684,,,N,,Y
T402685,,,N,,N
T402686,DOA-REPL,GW-OTHER,N,5849,N
T402687,,,N,,Y
T402688,DOA-REPL,DOA-REPL,N,6499,Y
T402689,,,N,,Y
T402690,,,N,,N
T402691,,,N,,Y
T402692,,,N,,N
T402693,,,N,,N
T402694,,,N,,Y
T402695,,,N,,Y
T402696,,,N,,Y
T402697,,,N,,N
T402698,,,N,,N
T402699,,,N,,Y
T402700,,,N,,N
T402701,,,N,,Y
T402702,,,N,,N
T402703,,,N,,N
T402704,,,N,,N
T402705,,,N,,N
T402706,,,N,,N
T402707,,,N,,N
T402708,,,N,,N
T402709,,,N,,N
T402710,,,N,,N
T402711,,,N,,N
T402712,,,N,,Y
T402713,,,N,,N
T402714,,,N,,N
T402715,GW-OTHER,GW-OTHER,N,1000,Y
T402716,,,N,,N
T402717,DOA-REPL,DOA-REPL,N,2799,Y
T402718,,,N,,Y
T402719,,,N,,N
T402720,,,N,,N
T402721,,,N,,Y
T402722,,,N,,Y
T402723,DUP-PAYMENT,DUP-PAYMENT,N,2799,N
T402724,,,N,,Y
T402725,,,N,,N
T402726,,,N,,N
T402727,,,N,,N
T402728,,,N,,Y
T402729,,,N,,N
T402730,,,N,,N
T402731,,,N,,Y
T402732,,,N,,N
T402733,,,N,,Y
T402734,,,N,,N
T402735,,,N,,N
T402736,LOST-TRANSIT,GW-OTHER,N,1169,Y
T402737,,,N,,N
T402738,,,N,,N
T402739,,,N,,N
T402740,DOA-REPL,GW-OTHER,Y,5999,Y
T402741,PRICE-ADJ,GW-OTHER,N,750,N
T402742,,,N,,N
T402743,,,N,,N
T402744,,,N,,Y
T402745,DOA-REPL,GW-OTHER,N,11898,N
T402746,,,N,,N
T402747,,,N,,N
T402748,,,N,,N
T402749,,,N,,N
T402750,,,N,,N
T402751,,,N,,N
T402752,,,N,,N
T402753,DUP-PAYMENT,DUP-PAYMENT,N,1709,N
T402754,,,N,,N
T402755,,,N,,N
T402756,,,N,,N
T402757,,,N,,N
T402758,,,N,,N
T402759,,,N,,Y
T402760,,,N,,N
T402761,DOA-REPL,GW-OTHER,N,2799,N
T402762,PRICE-ADJ,PRICE-ADJ,N,600,Y
T402763,,,N,,Y
T402764,RETURN-QC-OK,GW-OTHER,Y,2374,N
T402765,DOA-REPL,GW-OTHER,N,1999,N
T402766,,,N,,N
T402767,,,N,,N
T402768,,,N,,N
T402769,,,N,,N
T402770,,,N,,N
T402771,LOST-TRANSIT,LOST-TRANSIT,N,4749,Y
T402772,,,N,,N
T402773,,,N,,N
T402774,,,N,,Y
T402775,RETURN-QC-OK,GW-OTHER,N,1538,N
T402776,,,N,,N
T402777,,,N,,Y
T402778,,,N,,N
T402779,,,N,,N
T402780,,,N,,N
T402781,,,N,,N
T402782,,,N,,N
T402783,,,N,,N
T402784,,,N,,N
T402785,,,N,,N
T402786,,,N,,N
T402787,,,N,,N
T402788,,,N,,N
T402789,,,N,,N
T402790,,,N,,Y
T402791,,,N,,N
T402792,,,N,,Y
T402793,GW-OTHER,GW-OTHER,N,200,N
T402794,,,N,,N
T402795,,,N,,Y
T402796,,,N,,N
T402797,,,N,,N
T402798,DUP-PAYMENT,DUP-PAYMENT,N,3499,N
T402799,,,N,,N
T402800,,,N,,Y
T402801,,,N,,Y
T402802,,,N,,N
T402803,DOA-REPL,DOA-REPL,N,1999,Y
T402804,DOA-REPL,GW-OTHER,N,2799,N
T402805,,,N,,N
T402806,GW-OTHER,GW-OTHER,N,400,N
T402807,,,N,,N
T402808,,,N,,N
T402809,,,N,,N
T402810,,,N,,N
T402811,DOA-REPL,GW-OTHER,N,3499,Y
T402812,,,N,,N
T402813,,,N,,Y
T402814,,,N,,N
T402815,,,N,,Y
T402816,CANCEL,GW-OTHER,N,3499,N
T402817,GW-OTHER,GW-OTHER,N,150,N
T402818,DUP-PAYMENT,DUP-PAYMENT,N,5399,Y
T402819,,,N,,Y
T402820,,,N,,N
T402821,DOA-REPL,DOA-REPL,N,2974,Y
T402822,,,N,,N
T402823,,,N,,Y
T402824,,,N,,N
T402825,,,N,,N
T402826,DOA-REPL,GW-OTHER,N,2799,Y
T402827,GW-OTHER,DOA-REPL,N,500,N
T402828,CANCEL,GW-OTHER,N,1104,N
T402829,DOA-REPL,DOA-REPL,N,2499,N
T402830,DUP-PAYMENT,DUP-PAYMENT,N,1799,N
T402831,,,N,,Y
T402832,,,N,,Y
T402833,,,N,,Y
T402834,,,N,,Y
T402835,,,N,,N
T402836,,,N,,N
T402837,,,N,,N
T402838,,,N,,N
T402839,,,N,,N
T402840,,,N,,N
T402841,,,N,,Y
T402842,,,N,,N
T402843,,,N,,N
T402844,DOA-REPL,GW-OTHER,Y,2499,Y
T402845,,,N,,N
T402846,DUP-PAYMENT,CANCEL,N,1499,Y
T402847,,,N,,N
T402848,DUP-PAYMENT,GW-OTHER,N,5599,N
T402849,,,N,,Y
T402850,,,N,,N
T402851,,,N,,N
T402852,,,N,,N
T402853,DOA-REPL,GW-OTHER,N,3499,N
T402854,,,N,,N
T402855,DOA-REPL,GW-OTHER,Y,1234,N
T402856,,,N,,N
T402857,,,N,,N
T402858,,,N,,N
T402859,,,N,,N
T402860,,,N,,Y
T402861,,,N,,N
T402862,,,N,,Y
T402863,LOST-TRANSIT,LOST-TRANSIT,N,2499,N
T402864,,,N,,Y
T402865,,,N,,N
T402866,RETURN-QC-OK,GW-OTHER,Y,1799,N
T402867,PRICE-ADJ,GW-OTHER,N,500,N
T402868,DOA-REPL,GW-OTHER,Y,4249,Y
T402869,,,N,,N
T402870,DUP-PAYMENT,DUP-PAYMENT,N,5699,N
T402871,,,N,,N
T402872,RETURN-QC-OK,GW-OTHER,N,5948,Y
T402873,,,N,,Y
T402874,,,N,,Y
T402875,,,N,,N
T402876,,,N,,Y
T402877,,,N,,Y
T402878,DOA-REPL,DOA-REPL,N,5949,Y
T402879,PRICE-ADJ,GW-OTHER,N,100,N
T402880,,,N,,N
T402881,,,N,,N
T402882,,,N,,N
T402883,,,N,,N
T402884,,,N,,N
T402885,DOA-REPL,GW-OTHER,N,6998,N
T402886,,,N,,N
T402887,,,N,,Y
T402888,,,N,,Y
T402889,,,N,,Y
T402890,,,N,,N
T402891,,,N,,N
T402892,,,N,,Y
T402893,,,N,,Y
T402894,,,N,,N
T402895,,,N,,N
T402896,,,N,,Y
T402897,LOST-TRANSIT,GW-OTHER,N,1799,Y
T402898,,,N,,N
T402899,,,N,,N
T402900,RETURN-QC-OK,GW-OTHER,N,3499,N
T402901,PRICE-ADJ,GW-OTHER,N,300,N
T402902,,,N,,Y
T402903,,,N,,N
T402904,,,N,,N
T402905,,,N,,N
T402906,,,N,,N
T402907,,,N,,N
T402908,,,N,,N
T402909,,,N,,Y
T402910,WTY-BUYBACK,WTY-BUYBACK,N,1478,Y
T402911,,,N,,N
T402912,,,N,,N
T402913,,,N,,Y
T402914,,,N,,Y
T402915,,,N,,N
T402916,CANCEL,CANCEL,N,3499,N
T402917,,,N,,Y
T402918,,,N,,Y
T402919,,,N,,Y
T402920,,,N,,N
T402921,,,N,,N
T402922,,,N,,Y
T402923,,,N,,N
T402924,,,N,,N
T402925,DOA-REPL,GW-OTHER,Y,2974,N
T402926,,,N,,Y
T402927,RETURN-QC-OK,RETURN-QC-OK,N,3324,Y
T402928,,,N,,N
T402929,,,N,,Y
T402930,,,N,,Y
T402931,,,N,,Y
T402932,DOA-REPL,GW-OTHER,N,2974,N
T402933,,,N,,Y
T402934,,,N,,N
T402935,,,N,,N
T402936,,,N,,N
T402937,,,N,,N
T402938,,,N,,Y
T402939,,,N,,Y
T402940,,,N,,Y
T402941,,,N,,N
T402942,GW-OTHER,GW-OTHER,N,150,N
T402943,,,N,,Y
T402944,,,N,,N
T402945,,,N,,N
T402946,,,N,,N
T402947,,,N,,Y
T402948,,,N,,Y
T402949,DOA-REPL,DOA-REPL,N,5524,N
T402950,,,N,,N
T402951,,,N,,N
T402952,,,N,,Y
T402953,,,N,,N
T402954,,,N,,N
T402955,,,N,,N
T402956,PRICE-ADJ,GW-OTHER,N,750,N
T402957,CANCEL,CANCEL,N,3499,N
T402958,,,N,,Y
T402959,,,N,,N
T402960,,,N,,N
T402961,,,N,,N
T402962,,,N,,N
T402963,,,N,,Y
T402964,,,N,,N
T402965,,,N,,N
T402966,,,N,,N
T402967,,,N,,N
T402968,,,N,,N
T402969,,,N,,Y
T402970,,,N,,N
T402971,,,N,,Y
T402972,,,N,,N
T402973,,,N,,Y
T402974,GW-OTHER,GW-OTHER,N,400,Y
T402975,RETURN-QC-OK,GW-OTHER,Y,2124,N
T402976,DOA-REPL,GW-OTHER,N,2078,Y
T402977,,,N,,N
T402978,,,N,,Y
T402979,,,N,,Y
T402980,,,N,,N
T402981,,,N,,N
T402982,,,N,,N
T402983,,,N,,Y
T402984,DUP-PAYMENT,DUP-PAYMENT,N,2499,N
T402985,DOA-REPL,DOA-REPL,N,3499,N
T402986,,,N,,N
T402987,,,N,,N
