ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
T402630,2025-10-22 05:46:21,2025-10-22 05:58:27,2025-10-23 07:42:10,resolved,chat,C102784,VR888122,VA-SW-NX1,Returns,Normal,Email Frontline,A3021,1,4,,,N,Please resend my order invoice.,Sent corrected invoice on email.,helpdesk
T409104,2025-10-22 06:07:56,2025-10-22 06:23:01,2025-10-23 00:32:51,resolved,email,C101434,,VA-SP-ORB,Delivery,Low,Chat Frontline,A3014,1,5,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,helpdesk
T402575,2025-10-22 06:42:54,2025-10-22 06:49:24,2025-10-22 13:56:59,resolved,chat,C105652,VR889992,VA-EB-PL2,Billing,Normal,Billing,A3032,0,4,600.00,GW-OTHER,N,Price dropped by Rs 500 two days after I bought Pulse 2 True Wireless Earbuds. Can you adjust?,Coupon adjustment processed as per pricing team.,helpdesk
T407352,2025-10-22 07:43:13,2025-10-22 07:51:51,2025-10-22 18:38:37,closed,chat,C103025,,VA-HP-ST3,Account,Low,Logistics,A3030,0,4,,,N,What is the battery life on Strata 3 Over-Ear Headphones?,"Info provided, no further action.",helpdesk
T402818,2025-10-22 10:05:58,2025-10-22 10:08:38,2025-10-23 10:23:59,resolved,chat,C101731,VR880126,VA-SP-ORB,Billing,Low,Billing,A3032,1,4,5399.00,DUP-PAYMENT,N,"Money got deducted two times, only one order placed.","paid twice, corrected",helpdesk
T406943,2025-10-22 10:48:50,2025-10-22 14:31:56,2025-10-23 14:17:21,resolved,email,C104507,,VA-EB-PL2,Product fault,Normal,Email Frontline,A3017,2,4,,,Y,Battery draining fast on my Pulse 2 True Wireless Earbuds.,Warranty replacement approved by Tier 2.,helpdesk
T403011,2025-10-22 11:07:47,2025-10-22 11:23:31,2025-10-23 06:36:59,resolved,voice,C107297,VR890891,VA-EB-PL2,Returns,Normal,Email Frontline,A3004,0,4,3149,DOA-REPL,N,"Item delivered 2 days back. Not working, completely dead. Please return and refund.",DOA verified by video. Full refund issued at customer request.,helpdesk
T407067,2025-10-22 12:53:00,2025-10-22 12:55:33,2025-10-23 01:28:46,resolved,email,C102469,,VA-SW-FIT,Billing,Normal,Email Frontline,A3018,0,,,,N,Need GST invoice for my order.,GST invoice shared.,helpdesk
T402636,2025-10-22 14:01:44,2025-10-22 16:37:04,2025-10-23 19:57:03,resolved,voice,C100644,VR897654,VA-EB-PL2,Billing,Low,Billing,A3034,0,,200.00,PRICE-ADJ,N,Sale price mismatch on vireo.in vs what I paid. Want the difference back.,"Promo code error, price difference credited back.",helpdesk
T407056,2025-10-22 15:58:32,2025-10-22 17:18:57,2025-10-23 17:36:46,resolved,email,C105498,,VA-SW-NX2,How-to,Normal,Chat Frontline,A3012,1,4,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,helpdesk
T402828,2025-10-22 17:49:58,2025-10-22 21:26:30,2025-10-23 15:43:28,resolved,email,C105788,VR898846,VA-AC-CASE,Returns,Normal,Billing,A3032,0,,1104,GW-OTHER,N,cancelling order. hasn't shipped yet right?,"cx changed mind same day, order hadnt left the warehouse. money returned",helpdesk
T402388,2025-10-22 18:35:48,2025-10-22 18:48:37,2025-10-23 12:04:45,resolved,voice,C102282,VR897819,VA-SP-MINI,Warranty,Normal,Email Frontline,A3019,0,3,,,N,Battery draining fast on my Orbit Mini Speaker.,Warranty replacement approved by Tier 2.,helpdesk
T402928,2025-10-22 19:25:17,2025-10-22 19:35:29,2025-10-23 16:12:53,resolved,chat,C104299,,VA-EB-PL2,How-to,Normal,Escalations & Warranty,A3043,0,,,,N,Is Pulse 2 True Wireless Earbuds compatible with iPhone?,"Info provided, no further action.",helpdesk
T402981,2025-10-22 19:54:21,2025-10-22 19:59:03,2025-10-22 22:52:39,resolved,voice,C104635,VR891925,VA-EB-PL2,Delivery,Normal,Billing,A3033,0,,,,N,When will Pulse 2 True Wireless Earbuds be delivered?,"Shared updated tracking, courier ETA confirmed.",helpdesk
T402682,2025-10-23 00:59:53,2025-10-23 01:36:25,2025-10-24 06:50:06,resolved,voice,C107488,VR900533,VA-EB-PL2,Account,Normal,Email Frontline,A3005,1,5,,,N,What is the battery life on Pulse 2 True Wireless Earbuds?,"Info provided, no further action.",helpdesk
T402489,2025-10-23 02:01:47,2025-10-23 04:47:27,2025-10-24 06:44:50,resolved,email,C104025,VR908545,VA-SP-MINI,Warranty,Normal,Logistics,A3027,0,,,,N,"Orbit Mini Speaker screen flickering, in warranty.",Warranty replacement approved by Tier 2.,helpdesk
T402918,2025-10-23 02:12:42,2025-10-23 02:20:14,2025-10-24 08:25:06,resolved,chat,C102775,VR905258,VA-EB-PL1,Billing,Low,Logistics,A3027,0,5,,,N,"Invoice shows wrong name, please correct.",GST invoice shared.,helpdesk
T403098,2025-10-23 02:22:46,2025-10-23 02:26:50,2025-10-23 18:37:51,closed,chat,C109136,VR893986,VA-HP-ST2,How-to,Normal,Voice Frontline,A3023,2,5,,,N,Unable to connect Strata 2 Over-Ear Headphones to the app.,"Explained pairing steps, resolved.",helpdesk
T402460,2025-10-23 02:45:18,2025-10-23 05:45:59,2025-10-24 03:54:57,resolved,email,C108349,VR889271,VA-AC-CASE,Billing,Normal,Chat Frontline,A3001,0,4,,,N,Battery draining fast on my Pulse Charging Case (spare).,Warranty replacement approved by Tier 2.,helpdesk
T403168,2025-10-23 04:28:33,2025-10-23 07:22:32,2025-10-23 23:18:48,resolved,email,C100856,VR898033,VA-EB-AIR,Delivery,Normal,Email Frontline,A3018,1,3,500,GW-OTHER,N,I've been waiting long for a reply on my last ticket. Very disappointed.,"sorry gesture, TL ok'd",helpdesk
T402373,2025-10-23 04:41:39,2025-10-23 05:26:53,2025-10-23 21:43:38,resolved,voice,C104755,VR895379,VA-EB-PL2,Billing,Normal,Billing,A3034,1,4,3149,DUP-PAYMENT,N,Payment failed on your site but money left my bank account. Please reverse.,PG shows two captures for one order. Refund of duplicate raised.,helpdesk
T402691,2025-10-23 04:51:36,2025-10-23 06:36:02,2025-10-23 14:24:43,resolved,voice,C105093,,VA-EB-PL2,Account,Normal,Email Frontline,A3020,0,4,,,N,What is the battery life on Pulse 2 True Wireless Earbuds?,Shared spec details with customer.,helpdesk
T407769,2025-10-23 05:49:32,2025-10-23 05:55:00,2025-10-24 04:39:36,resolved,chat,C107788,,VA-EB-PL2,Account,Low,Chat Frontline,A3007,0,4,,,N,Is Pulse 2 True Wireless Earbuds compatible with iPhone?,Answered compatibility question.,helpdesk
T407919,2025-10-23 07:07:05,2025-10-23 07:16:59,2025-10-23 12:50:08,resolved,chat,C101691,,VA-SW-NX1,Delivery,Normal,Chat Frontline,A3015,1,,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,helpdesk
T403163,2025-10-23 07:15:25,2025-10-23 07:22:35,2025-10-24 00:07:56,resolved,chat,C105126,VR887925,VA-EB-PL2,Account,Normal,Email Frontline,A3019,0,5,400,GW-OTHER,N,"Your support took ages to respond, I want some compensation.","cx was cross about the wait, gave a little something to smooth things",helpdesk
T403131,2025-10-23 08:37:56,2025-10-23 08:56:30,2025-10-23 22:14:07,resolved,chat,C108908,VR900079,VA-EB-PL2,Billing,Normal,Logistics,A3029,1,,,,N,"Invoice shows wrong name, please correct.",GST invoice shared.,helpdesk
T402379,2025-10-23 09:11:50,2025-10-23 09:49:07,2025-10-23 13:50:30,resolved,chat,C107013,VR906456,VA-EB-AIR,Warranty,Normal,Billing,A3035,0,,,,Y,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",helpdesk
T402877,2025-10-23 10:17:40,2025-10-23 13:32:58,2025-10-24 05:02:19,resolved,email,C109058,VR908028,VA-EB-AIR,Warranty,Normal,Voice Frontline,A3023,0,,,,Y,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",helpdesk
T402440,2025-10-23 10:53:42,2025-10-23 17:57:39,2025-10-23 18:27:27,resolved,email,C105073,VR892191,VA-EB-PL1,Returns,Low,Returns Desk,A3037,0,5,2374.00,GW-OTHER,N,"I'd like to return Pulse True Wireless Earbuds, it doesn't fit my ears and I'm within the return window.","Pickup done, product checked and passed QC, refund raised.",helpdesk
T402545,2025-10-23 14:26:13,2025-10-23 14:32:33,2025-10-24 07:13:23,resolved,chat,C108945,VR902018,VA-HP-ST2,Warranty,High,Logistics,A3031,0,,,,N,"Strata 2 Over-Ear Headphones screen flickering, in warranty.",Warranty replacement approved by Tier 2.,helpdesk
T402783,2025-10-23 15:46:26,2025-10-23 18:45:25,2025-10-24 13:01:05,resolved,email,C108593,,VA-EB-PL2,Delivery,Low,Voice Frontline,A3024,0,,,,N,Where is my order? Tracking not updating.,"Escalated to logistics, delivered next day.",helpdesk
T406846,2025-10-23 16:00:52,2025-10-23 18:45:13,2025-10-24 02:11:52,resolved,social,C104629,,VA-SW-NX1,Returns,Low,Email Frontline,A3012,0,,,,N,Delivery agent asking for extra charge.,"Shared updated tracking, courier ETA confirmed.",helpdesk
T402770,2025-10-23 17:06:30,2025-10-23 17:41:06,2025-10-23 19:53:00,resolved,chat,C101792,VR889413,VA-SP-MINI,Account,Normal,Chat Frontline,A3002,2,,,,N,Unable to connect Orbit Mini Speaker to the app.,"Explained pairing steps, resolved.",helpdesk
T402645,2025-10-23 17:12:30,2025-10-23 18:08:55,2025-10-23 22:46:30,resolved,chat,C107129,VR908638,VA-EB-PL2,How-to,Normal,Chat Frontline,A3015,0,4,,,N,How do I pair Pulse 2 True Wireless Earbuds with my phone? Blinking red only.,"Explained pairing steps, resolved.",helpdesk
T402468,2025-10-23 18:26:33,2025-10-23 18:48:18,2025-10-23 23:25:37,resolved,social,C107781,VR905083,VA-SW-NX2,Warranty,Low,Email Frontline,A3020,0,,,,N,"Nexa 2 Smartwatch screen flickering, in warranty.","Raised RMA, repair done in service centre. Customer satisfied.",helpdesk
T402798,2025-10-23 18:49:33,2025-10-23 19:22:44,2025-10-24 14:51:39,resolved,social,C107739,VR885178,VA-EB-PL2,Billing,Low,Billing,A3032,0,,3499,DUP-PAYMENT,N,"Money got deducted two times, only one order placed.",PG shows two captures for one order. Refund of duplicate raised.,helpdesk
T403171,2025-10-23 19:15:49,2025-10-23 19:52:45,2025-10-23 20:18:18,closed,chat,C104872,VR901393,VA-EB-AIR,Returns,Normal,Returns Desk,A3037,0,5,1709.00,GW-OTHER,N,"Ordered wrong colour, cancel and refund pls","Cancellation accepted, not yet shipped. Refunded.",helpdesk
T408340,2025-10-23 19:18:26,2025-10-23 19:21:26,2025-10-24 14:30:44,resolved,chat,C100934,,VA-SP-ORB,How-to,Low,Chat Frontline,A3006,0,3,,,N,Unable to connect Orbit Smart Speaker to the app.,Walked customer through app update. Issue closed.,helpdesk
T402394,2025-10-23 19:48:29,2025-10-24 10:45:59,2025-10-24 23:11:41,closed,social,C100177,VR908848,VA-HP-ST2,Warranty,Normal,Voice Frontline,A3019,0,,,,N,Left earbud crackling after 4 months.,Warranty replacement approved by Tier 2.,helpdesk
T403149,2025-10-23 21:00:43,2025-10-24 04:31:50,2025-10-25 06:19:11,resolved,social,C103121,VR896692,VA-EB-PL2,Warranty,Low,Returns Desk,A3037,0,,,,N,"Pulse 2 True Wireless Earbuds screen flickering, in warranty.",Sent for repair under warranty. Returned to customer.,helpdesk
T402407,2025-10-23 21:30:23,2025-10-23 22:55:54,2025-10-24 10:00:26,closed,voice,C104962,VR907387,VA-EB-AIR,Warranty,Low,Voice Frontline,A3024,0,5,,,N,Left earbud crackling after 4 months.,Sent for repair under warranty. Returned to customer.,helpdesk
T407410,2025-10-23 22:26:17,2025-10-23 22:28:24,2025-10-24 11:20:56,resolved,chat,C105861,,VA-HP-ST2,Billing,Normal,Chat Frontline,A3012,0,,4999.00,GW-OTHER,N,Still haven't received my Strata 2 Over-Ear Headphones. Tracking hasn't moved in a week.,"Courier POD disputed, parcel undelivered. Refund raised.",helpdesk
T402958,2025-10-23 23:24:50,2025-10-23 23:32:17,2025-10-24 15:05:41,resolved,chat,C100872,VR896105,VA-EB-AIR,Billing,Normal,Billing,A3034,1,4,,,N,"Invoice shows wrong name, please correct.",GST invoice shared.,helpdesk
T402649,2025-10-24 00:05:50,2025-10-24 00:05:51,2025-10-24 22:45:50,resolved,chat,C103000,VR883720,VA-EB-PL2,Delivery,High,Chat Frontline,A3013,1,4,,,N,When will Pulse 2 True Wireless Earbuds be delivered?,"Shared updated tracking, courier ETA confirmed.",helpdesk
T402628,2025-10-24 01:09:03,2025-10-24 01:13:08,2025-10-24 17:14:20,resolved,chat,C107733,VR886425,VA-EB-PL2,Billing,Low,Email Frontline,A3020,3,,,,N,Please resend my order invoice.,GST invoice shared.,helpdesk
T402474,2025-10-24 01:54:59,2025-10-24 02:25:10,2025-10-25 01:15:47,resolved,chat,C102183,VR887067,VA-HP-ST3,Warranty,Normal,Billing,A3033,0,,,,Y,Left earbud crackling after 4 months.,Sent for repair under warranty. Returned to customer.,helpdesk
T402982,2025-10-24 04:15:02,2025-10-24 04:15:49,2025-10-25 04:49:50,resolved,chat,C103413,VR892611,VA-SP-MINI,Billing,Normal,Logistics,A3028,0,4,,,N,Please resend my order invoice.,Sent corrected invoice on email.,helpdesk
T403114,2025-10-24 05:06:35,2025-10-24 05:11:08,2025-10-25 05:01:23,resolved,chat,C107444,,VA-EB-PL2,Returns,Normal,Returns Desk,A3036,1,5,3149.00,DOA-REPL,N,DOA unit. Tried 3 cables. Nothing. Refund me.,"faulty from the start (dead on arival), cust refused exchange, amt returned",helpdesk
T402513,2025-10-24 05:50:49,2025-10-24 05:59:03,2025-10-25 01:52:20,closed,chat,C100052,VR894197,VA-HP-ST3,Delivery,Normal,Chat Frontline,A3011,1,,,,N,Where is my order? Tracking not updating.,"Escalated to logistics, delivered next day.",helpdesk
T402584,2025-10-24 05:51:55,2025-10-24 08:24:52,2025-10-24 21:56:46,resolved,email,C102190,,VA-AC-CASE,Warranty,Normal,Chat Frontline,A3002,1,4,,,N,"Pulse Charging Case (spare) screen flickering, in warranty.","Raised RMA, repair done in service centre. Customer satisfied.",helpdesk
T402972,2025-10-24 06:03:39,2025-10-24 06:33:48,2025-10-24 17:05:35,closed,voice,C106030,VR884397,VA-SP-MINI,Billing,Normal,Chat Frontline,A3011,0,,,,N,Please resend my order invoice.,Sent corrected invoice on email.,helpdesk
T403039,2025-10-24 06:07:23,2025-10-24 06:40:48,2025-10-25 09:20:36,resolved,chat,C106113,VR893594,VA-EB-PL1,Delivery,Low,Email Frontline,A3021,2,,,,N,Delivery agent asking for extra charge.,"Escalated to logistics, delivered next day.",helpdesk
T402711,2025-10-24 06:13:02,2025-10-24 06:27:18,2025-10-24 16:43:50,resolved,voice,C107926,VR891122,VA-HP-ST2,Delivery,Normal,Email Frontline,A3016,1,5,,,N,Delivery agent asking for extra charge.,"Escalated to logistics, delivered next day.",helpdesk
T402706,2025-10-24 07:30:43,2025-10-25 14:24:27,2025-10-26 12:57:19,closed,email,C107097,VR881129,VA-EB-PL2,Delivery,Normal,Billing,A3035,0,,,,N,When will Pulse 2 True Wireless Earbuds be delivered?,Informed customer of delay; delivered.,helpdesk
T402737,2025-10-24 11:14:21,2025-10-24 11:24:51,2025-10-24 18:11:50,resolved,chat,C103786,VR907297,VA-EB-PL2,Billing,Low,Email Frontline,A3022,1,5,,,N,Please resend my order invoice.,GST invoice shared.,helpdesk
T403062,2025-10-24 12:14:18,2025-10-24 13:06:05,2025-10-25 15:45:06,resolved,voice,C101078,VR889517,VA-SP-ORB,How-to,High,Voice Frontline,A3025,0,,,,N,Please resend my order invoice.,Sent corrected invoice on email.,helpdesk
T402543,2025-10-24 15:48:25,2025-10-24 16:10:09,2025-10-25 07:32:57,resolved,voice,C101032,VR895492,VA-SW-NX2,Billing,Normal,Chat Frontline,A3006,0,,,,N,"Invoice shows wrong name, please correct.",Sent corrected invoice on email.,helpdesk
T408506,2025-10-24 18:13:34,2025-10-24 18:32:48,2025-10-25 20:39:54,resolved,voice,C103297,,VA-SP-ORB,Returns,Low,Returns Desk,A3037,1,4,5999,RETURN-QC-OK,N,"I'd like to return Orbit Smart Speaker, it doesn't fit my ears and I'm within the return window.",Return QC cleared. Amount refunded to original mode.,helpdesk
T403073,2025-10-24 19:28:22,2025-10-24 19:33:33,2025-10-25 13:54:42,closed,chat,C109265,VR907762,VA-HP-ST2,How-to,Normal,Email Frontline,A3022,1,5,,,N,Firmware update fails at 60%.,"Explained pairing steps, resolved.",helpdesk
T402987,2025-10-24 19:58:25,2025-10-24 21:50:55,2025-10-25 02:34:33,resolved,email,C101988,VR894542,VA-HP-ST3,Delivery,Normal,Voice Frontline,A3022,0,,,,N,"Invoice shows wrong name, please correct.",GST invoice shared.,helpdesk
T402694,2025-10-24 20:21:14,2025-10-24 21:38:22,2025-10-25 13:03:09,resolved,voice,C109233,VR884154,VA-EB-PL2,Warranty,Low,Email Frontline,A3017,1,4,,,N,Battery draining fast on my Pulse 2 True Wireless Earbuds.,Sent for repair under warranty. Returned to customer.,helpdesk
T402552,2025-10-24 23:49:36,2025-10-25 01:31:09,2025-10-25 19:30:47,resolved,voice,C109428,VR891565,VA-EB-PL2,Product fault,Normal,Chat Frontline,A3015,1,,,,N,When will Pulse 2 True Wireless Earbuds be delivered?,"Escalated to logistics, delivered next day.",helpdesk
T402449,2025-10-25 00:19:50,2025-10-25 00:21:09,2025-10-25 17:39:36,resolved,chat,C107927,,VA-EB-PL2,Warranty,Low,Chat Frontline,A3002,0,3,,,N,Please resend my order invoice.,GST invoice shared.,helpdesk
T402653,2025-10-25 02:23:47,2025-10-25 02:51:31,2025-10-25 22:33:20,resolved,chat,C100793,,VA-AC-CASE,How-to,Normal,Chat Frontline,A3015,1,,,,N,How do I pair Pulse Charging Case (spare) with my phone? Blinking red only.,Walked customer through app update. Issue closed.,helpdesk
T402998,2025-10-25 02:46:05,2025-10-25 04:21:04,2025-10-25 08:12:39,resolved,email,C101931,VR906011,VA-EB-PL2,Account,Normal,Voice Frontline,A3042,1,5,,,N,What is the battery life on Pulse 2 True Wireless Earbuds?,Shared spec details with customer.,helpdesk
T402604,2025-10-25 07:43:02,2025-10-25 08:15:26,2025-10-26 10:19:14,resolved,chat,C106595,VR902648,VA-EB-PL2,Billing,Low,Email Frontline,A3017,1,3,,,N,"Invoice shows wrong name, please correct.",Sent corrected invoice on email.,helpdesk
T402719,2025-10-25 08:01:42,2025-10-25 08:39:19,,open,chat,C103546,VR908977,VA-EB-PL2,Account,Normal,Voice Frontline,A3028,1,,,,N,Does Pulse 2 True Wireless Earbuds come with a charger in the box?,Shared spec details with customer.,helpdesk
T402896,2025-10-25 09:07:44,2025-10-25 09:08:59,2025-10-26 09:15:47,resolved,chat,C103756,VR905375,VA-EB-AIR,Billing,Normal,Chat Frontline,A3002,0,5,,,N,"Invoice shows wrong name, please correct.",GST invoice shared.,helpdesk
T402786,2025-10-25 09:12:15,2025-10-25 09:23:21,2025-10-25 12:29:53,resolved,chat,C109328,VR906250,VA-AC-CH65,How-to,Normal,Escalations & Warranty,A3042,1,,,,N,Left earbud crackling after 4 months.,Warranty replacement approved by Tier 2.,helpdesk
T406932,2025-10-25 09:30:24,2025-10-25 12:25:48,2025-10-26 16:37:12,resolved,social,C101116,,VA-EB-PL2,Warranty,Normal,Email Frontline,A3019,0,4,,,N,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",helpdesk
T403041,2025-10-25 09:46:19,2025-10-25 09:54:18,2025-10-26 11:58:19,resolved,chat,C102535,VR894604,VA-AC-CASE,Delivery,Normal,Returns Desk,A3038,0,,,,Y,Battery draining fast on my Pulse Charging Case (spare).,Sent for repair under warranty. Returned to customer.,helpdesk
T402562,2025-10-25 10:05:28,2025-10-25 14:59:00,2025-10-26 20:29:10,resolved,email,C101015,VR898475,VA-EB-PL2,How-to,Low,Chat Frontline,A3001,1,3,,,N,How do I pair Pulse 2 True Wireless Earbuds with my phone? Blinking red only.,"Explained pairing steps, resolved.",helpdesk
T402926,2025-10-25 10:38:58,2025-10-25 10:39:54,2025-10-26 14:22:27,resolved,chat,C101699,VR884044,VA-SP-ORB,Warranty,Normal,Voice Frontline,A3025,1,,,,Y,"Orbit Smart Speaker screen flickering, in warranty.",Sent for repair under warranty. Returned to customer.,helpdesk
T402582,2025-10-25 11:58:30,2025-10-25 12:06:17,2025-10-26 08:08:40,closed,chat,C108715,VR904201,VA-EB-PL2,Warranty,Low,Voice Frontline,A3023,0,5,,,N,"Pulse 2 True Wireless Earbuds screen flickering, in warranty.","Raised RMA, repair done in service centre. Customer satisfied.",helpdesk
T402811,2025-10-25 15:00:16,2025-10-25 17:59:02,2025-10-26 13:43:02,resolved,social,C107712,VR903899,VA-EB-PL2,Returns,Normal,Chat Frontline,A3006,0,4,3499.00,GW-OTHER,N,"the Pulse 2 True Wireless Earbuds arrived faulty. no lights, no pairing. I want a full refund",,helpdesk
T407462,2025-10-25 15:37:21,2025-10-25 15:48:06,2025-10-26 03:41:26,resolved,chat,C104752,,VA-EB-AIR,Returns,Low,Returns Desk,A3037,0,,1799,GW-OTHER,N,Sending back my AirLite Earbuds. Not what I expected. Please arrange pickup.,"reverse pickup complete, item ok, refunded",helpdesk
T403017,2025-10-25 15:37:42,2025-10-25 15:42:19,2025-10-26 16:00:21,resolved,chat,C102380,VR902432,VA-SW-NX2,Delivery,Normal,Email Frontline,A3021,0,3,,,N,When will Nexa 2 Smartwatch be delivered?,"Escalated to logistics, delivered next day.",helpdesk
T402447,2025-10-25 15:47:32,2025-10-25 18:51:25,2025-10-26 21:15:35,resolved,voice,C100419,VR902516,VA-EB-PL2,Warranty,Normal,Email Frontline,A3020,0,4,,,N,Left earbud crackling after 4 months.,Warranty replacement approved by Tier 2.,helpdesk
T408244,2025-10-25 16:17:17,2025-10-26 17:14:47,2025-10-26 21:54:59,closed,email,C100025,,VA-HP-ST3,Billing,Low,Billing,A3034,1,,6999,GW-OTHER,N,I was charged twice for the same order! Please refund one payment.,txn failed at gateway but debit happened; credited back,helpdesk
T407852,2025-10-25 18:38:17,2025-10-25 21:04:54,2025-10-26 20:20:06,resolved,social,C103296,,VA-AC-CH65,Account,Normal,Billing,A3033,0,,,,N,Does 65W GaN Charger come with a charger in the box?,Shared spec details with customer.,helpdesk
T402685,2025-10-25 19:15:26,2025-10-25 19:39:49,2025-10-26 16:24:30,resolved,social,C105305,VR905156,VA-EB-PL2,Delivery,Low,Voice Frontline,A3026,0,,,,N,When will Pulse 2 True Wireless Earbuds be delivered?,"Shared updated tracking, courier ETA confirmed.",helpdesk
T402886,2025-10-25 19:29:12,2025-10-27 00:05:23,2025-10-27 10:37:08,resolved,email,C101145,VR891628,VA-EB-PL2,Warranty,Normal,Email Frontline,A3016,0,,,,N,Battery draining fast on my Pulse 2 True Wireless Earbuds.,Sent for repair under warranty. Returned to customer.,helpdesk
T402740,2025-10-25 20:28:30,2025-10-25 20:43:08,2025-10-25 22:40:08,resolved,email,C107336,VR881522,VA-SP-ORB,Warranty,Low,Returns Desk,A3036,0,5,5999,GW-OTHER,Y,DOA unit. Tried 3 cables. Nothing. Refund me.,"Unit dead on arrival, customer chose refund. Pickup scheduled, refund processed.",helpdesk
T402833,2025-10-25 20:44:05,2025-10-26 02:53:47,2025-10-26 17:36:01,closed,email,C109060,,VA-EB-PL2,Warranty,High,Logistics,A3027,1,5,,,Y,"Pulse 2 True Wireless Earbuds screen flickering, in warranty.",Sent for repair under warranty. Returned to customer.,helpdesk
T402643,2025-10-25 21:26:00,2025-10-25 22:59:26,2025-10-27 02:13:58,closed,voice,C103498,VR905932,VA-SW-NX2,Account,Normal,Chat Frontline,A3010,0,,400,GW-OTHER,N,"Your support took ages to respond, I want some compensation.",Compensated for repeated contacts. Goodwill credit approved.,helpdesk
T407910,2025-10-25 22:40:45,2025-10-25 23:38:39,2025-10-26 08:20:45,closed,chat,C100059,,VA-SP-MINI,Warranty,Low,Chat Frontline,A3004,0,,,,N,"Orbit Mini Speaker screen flickering, in warranty.","Raised RMA, repair done in service centre. Customer satisfied.",helpdesk
T403084,2025-10-25 23:07:40,2025-10-25 23:52:55,2025-10-27 04:18:11,resolved,chat,C103467,VR898037,VA-SW-FIT,Returns,Low,Email Frontline,A3018,0,,,,N,Left earbud crackling after 4 months.,Warranty replacement approved by Tier 2.,helpdesk
T402988,2025-10-26 00:04:24,2025-10-26 00:22:42,2025-10-26 04:22:26,resolved,voice,C105807,,VA-HP-ST3,Product fault,Normal,Chat Frontline,A3015,0,,,,Y,"Strata 3 Over-Ear Headphones screen flickering, in warranty.","Raised RMA, repair done in service centre. Customer satisfied.",helpdesk
T408382,2025-10-26 00:33:45,2025-10-26 02:10:26,2025-10-26 17:51:33,resolved,email,C102905,,VA-AC-CASE,Delivery,Low,Email Frontline,A3018,0,5,,,N,Delivery agent asking for extra charge.,"Shared updated tracking, courier ETA confirmed.",helpdesk
T402942,2025-10-26 00:39:13,2025-10-26 00:51:52,2025-10-26 08:25:11,closed,chat,C103506,VR901899,VA-EB-AIR,Billing,Normal,Chat Frontline,A3015,0,,150.00,GW-OTHER,N,"Your support took ages to respond, I want some compensation.",Compensated for repeated contacts. Goodwill credit approved.,helpdesk
T403157,2025-10-26 01:03:56,2025-10-26 07:09:03,2025-10-26 14:58:43,resolved,email,C103008,VR880138,VA-HP-ST3,How-to,Low,Chat Frontline,A3008,0,,,,N,How do I pair Strata 3 Over-Ear Headphones with my phone? Blinking red only.,Guided through reset and re-pair. Working now.,helpdesk
T402997,2025-10-26 01:18:49,2025-10-26 01:27:10,2025-10-27 01:54:48,closed,chat,C106123,VR905927,VA-EB-AIR,Delivery,High,Chat Frontline,A3015,0,,,,N,When will AirLite Earbuds be delivered?,"Escalated to logistics, delivered next day.",helpdesk
T406836,2025-10-26 02:57:56,2025-10-26 04:39:41,2025-10-27 01:43:15,closed,voice,C104370,,VA-AC-CASE,Returns,Low,Returns Desk,A3036,0,4,1299,GW-OTHER,N,"Returning the watch, strap is uncomfortable. Refund once you get it.","Pickup done, product checked and passed QC, refund raised.",helpdesk
T402976,2025-10-26 03:29:49,2025-10-27 10:17:28,2025-10-27 19:36:11,closed,email,C108813,VR889612,VA-NB-ARC,Billing,High,Returns Desk,A3036,0,,2078,GW-OTHER,N,"Item delivered 2 days back. Not working, completely dead. Please return and refund.",item ded when opened. refnd issued,helpdesk
T402620,2025-10-26 04:50:21,2025-10-27 10:32:14,2025-10-27 17:25:37,resolved,email,C104477,VR880930,VA-EB-PL2,Delivery,High,Chat Frontline,A3010,1,4,,,N,Delivery agent asking for extra charge.,"Shared updated tracking, courier ETA confirmed.",helpdesk
T402465,2025-10-26 05:22:54,2025-10-26 16:49:37,2025-10-27 18:04:46,resolved,email,C100934,VR901730,VA-HP-ST3,Warranty,Normal,Chat Frontline,A3005,0,4,,,N,"Strata 3 Over-Ear Headphones screen flickering, in warranty.",Sent for repair under warranty. Returned to customer.,helpdesk
T402871,2025-10-26 05:49:17,2025-10-26 05:58:58,2025-10-27 08:23:30,resolved,chat,C100973,VR900904,VA-EB-PL2,Returns,Normal,Chat Frontline,A3007,0,5,,,N,Does Pulse 2 True Wireless Earbuds come with a charger in the box?,"Info provided, no further action.",helpdesk
T402821,2025-10-26 07:27:01,2025-10-26 07:30:38,2025-10-27 07:17:39,resolved,chat,C104178,VR886328,VA-EB-PL2,Billing,Low,Chat Frontline,A3009,1,,2974,DOA-REPL,N,"Pulse 2 True Wireless Earbuds is dead on arrival. Left side not charging, box is 3 days old. Refund please.","faulty from the start (dead on arival), cust refused exchange, amt returned",helpdesk
